"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
"부산광역시 사상구청",부산광역시 사상구 학감대로 242,,다목적,1,130,고정형,30,2019-01,051-310-4171,35.152422,128.991587,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학감대로 242,,다목적,1,130,고정형,30,2019-01,051-310-4171,35.152422,128.991587,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학감대로 242,,다목적,1,130,고정형,30,2019-01,051-310-4171,35.152422,128.991587,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학감대로 242,,다목적,1,130,고정형,30,2019-01,051-310-4171,35.152422,128.991587,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학감대로 242,,다목적,1,130,고정형,30,2019-01,051-310-4171,35.152422,128.991587,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학감대로 242,,다목적,1,130,고정형,30,2019-01,051-310-4171,35.152422,128.991587,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학감대로 242,,다목적,1,130,고정형,30,2019-01,051-310-4171,35.152422,128.991587,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학감대로 242,,다목적,1,130,고정형,30,2019-01,051-310-4171,35.152422,128.991587,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학감대로 242,,다목적,1,130,고정형,30,2019-06,051-310-4171,35.152422,128.991587,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학감대로 242,,다목적,1,130,고정형,30,2019-06,051-310-4171,35.152422,128.991587,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학감대로 242,,다목적,1,130,고정형,30,2019-06,051-310-4171,35.152422,128.991587,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학감대로 242,,다목적,1,130,고정형,30,2019-06,051-310-4171,35.152422,128.991587,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학감대로 242,,다목적,1,130,고정형,30,2019-06,051-310-4171,35.152422,128.991587,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학감대로 242,,다목적,1,130,고정형,30,2019-06,051-310-4171,35.152422,128.991587,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학감대로 242,,다목적,1,130,고정형,30,2019-06,051-310-4171,35.152422,128.991587,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학감대로 242,,다목적,1,200,고정형,30,2019-05,051-310-4171,35.152422,128.991587,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학감대로 242,,다목적,1,200,고정형,30,2019-05,051-310-4171,35.152422,128.991587,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학감대로 242,,다목적,1,200,고정형,30,2019-05,051-310-4171,35.152422,128.991587,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학감대로 242,,다목적,1,200,고정형,30,2019-05,051-310-4171,35.152422,128.991587,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학감대로 242,,다목적,1,200,고정형,30,2019-05,051-310-4171,35.152422,128.991587,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학감대로 242,,다목적,1,200,고정형,30,2019-05,051-310-4171,35.152422,128.991587,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학감대로 242,,다목적,1,200,고정형,30,2019-05,051-310-4171,35.152422,128.991587,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학감대로 242,,다목적,1,200,고정형,30,2019-05,051-310-4171,35.152422,128.991587,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학감대로 242,,다목적,1,200,고정형,30,2019-05,051-310-4171,35.152422,128.991587,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학감대로 242,,다목적,1,200,고정형,30,2019-05,051-310-4171,35.152422,128.991587,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학감대로 242,,다목적,1,200,고정형,30,2019-05,051-310-4171,35.152422,128.991587,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학감대로 242,,다목적,1,200,고정형,30,2019-10,051-310-4171,35.152422,128.991587,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학감대로 242,,다목적,1,200,고정형,30,2019-10,051-310-4171,35.152422,128.991587,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 삼락동 378-10,부산광역시 사상구 삼락동 378-10,다목적,1,200,360도전방면,30,2019-03,051-310-4741,35.182181,128.981367,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 주례동 1231-14,부산광역시 사상구 주례동 1231-14,다목적,1,200,360도전방면,30,2019-03,051-310-4741,35.151143,129.003516,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학장동 199,부산광역시 사상구 학장동 199,다목적,1,200,360도전방면,30,2019-06,051-310-4741,35.141749,128.989791,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 덕상로 26-10,부산광역시 사상구 덕포동 775-2,다목적,1,200,360도전방면,30,2019-01,051-310-4741,35.173702,128.990520,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 엄궁남로 35,부산광역시 사상구 엄궁동 204-1,다목적,1,200,360도전방면,30,2019-01,051-310-4741,35.124769,128.971718,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 엄궁로 173,부산광역시 사상구 엄궁동 41-2,다목적,1,200,360도전방면,30,2019-01,051-310-4741,35.129184,128.976188,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 엄궁남로 26-17,부산광역시 사상구 엄궁동193,다목적,1,200,360도전방면,30,2019-01,051-310-4741,35.124177,128.971002,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 대동로 116,부산광역시 사상구 학장동 574-138,다목적,1,200,360도전방면,30,2019-01,051-310-4741,35.139165,128.980227,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학감대로 123번길 89,부산광역시 사상구 학장동 574-57,다목적,1,200,360도전방면,30,2019-01,051-310-4741,35.140664,128.983311,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 동주로16번길 23,부산광역시 사상구 주례동 648-2,다목적,1,200,360도전방면,30,2019-01,051-310-4741,35.146803,128.998796,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 주례로139번길 50,부산광역시 사상구 주례동 544-21,다목적,1,200,360도전방면,30,2019-01,051-310-4741,35.145239,129.003220,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 주례동 166-20,부산광역시 사상구 주례동 166-20,다목적,1,200,360도전방면,30,2019-01,051-310-4741,35.147272,129.010898,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 주감로 168,부산광역시 사상구 주례동 332-6,다목적,1,200,360도전방면,30,2019-01,051-310-4741,35.151273,129.004128,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 가야대로378번길 67,부산광역시 사상구 주례동 82-3,다목적,1,200,360도전방면,30,2019-01,051-310-4741,35.148208,129.014383,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 주례동 417-2,부산광역시 사상구 주례동 417-2,다목적,1,200,360도전방면,30,2019-05,051-310-4741,35.150638,129.002853,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 모라동1325,부산광역시 사상구 모라동1325,다목적,1,200,360도전방면,30,2019-05,051-310-4741,35.194363,128.994551,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 주례동 306,부산광역시 사상구 주례동 306,다목적,1,200,360도전방면,30,2019-05,051-310-4741,35.154860,129.002897,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 모라동 1359,부산광역시 사상구 모라동 1359,다목적,1,200,360도전방면,30,2019-05,051-310-4741,35.188180,128.990355,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 엄궁로176번길 16-18,부산광역시 사상구 엄궁동 66,다목적,1,200,360도전방면,30,2019-07,051-310-4741,35.126278,128.972895,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 낙동대로761-4,부산광역시 사상구 엄궁동 477,다목적,1,200,360도전방면,30,2019-07,051-310-4741,35.129166,128.970272,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 운산로100번길 10-2,부산광역시 사상구 괘법동 244,다목적,1,200,360도전방면,30,2019-07,051-310-4741,35.166602,128.986081,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 사상로212번길 68,부산광역시 사상구 괘법동 540-8,다목적,1,200,360도전방면,30,2019-07,051-310-4741,35.165203,128.987304,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 엄궁남로35,부산광역시 사상구 엄궁동 204-1,다목적,1,200,360도전방면,30,2019-11,051-310-4741,35.124225,128.974456,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 괘감로 46,부산광역시 사상구 감전동 123-30,다목적,4,200,360도전방면,30,2019-01,051-310-4741,35.158446,128.979504,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 모라로 61,부산광역시 사상구 모라1동653-29,다목적,3,200,360도전방면,30,2019-01,051-310-4741,35.188713,128.988060,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 대동로 303,부산광역시 사상구 감전동 132-7,다목적,2,200,360도전방면,30,2019-01,051-310-4741,35.154046,128.986601,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 광장로81번길 34,부산광역시 사상구 괘법동 536-8,다목적,4,200,360도전방면,30,2019-06,051-310-4741,35.164259,128.984534,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 사상로557,부산광역시 사상구 모라1동 274-3,다목적,1,200,360도전방면,30,2019-06,051-310-4741,35.193583,128.989337,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 백양대로907번다길 6,부산광역시 사상구 모라1동 1359,다목적,1,200,360도전방면,30,2019-06,051-310-4741,35.188676,128.990578,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 사상로162번길 7,부산광역시 사상구 괘법동553-6,다목적,3,200,360도전방면,30,2019-01,051-310-4741,35.160275,128.986646,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학감대로 123번길 89,부산광역시 사상구 학장동 574-57,다목적,3,200,360도전방면,30,2019-01,051-310-4741,35.140664,128.983311,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 낙동대로881번길 23,부산광역시 사상구 감전동 508-16,다목적,3,200,360도전방면,30,2019-01,051-310-4741,35.139131,128.968990,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 가야대로388번길 16,부산광역시 사상구 주례동 54-57,다목적,3,200,360도전방면,30,2019-01,051-310-4741,35.150570,129.015094,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학감대로39번길 67,부산광역시 사상구 학장동 164,다목적,3,200,360도전방면,30,2019-01,051-310-4741,35.133175,128.996217,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 낙동대로1540번길 14,부산광역시 사상구 삼락동 52-12,다목적,1,200,360도전방면,30,2019-01,051-310-4741,35.194658,128.986465,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 백양대로 497,부산광역시 사상구 주례동 970,다목적,2,200,360도전방면,30,2019-01,051-310-4741,35.153613,128.998049,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 새벽로 64,부산광역시 사상구 학장동 227-10,다목적,2,200,360도전방면,30,2019-01,051-310-4741,35.146898,128.981082,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 모라로46번길 28,부산광역시 사상구 모라1동 656-40,다목적,1,200,360도전방면,30,2019-02,051-310-4741,35.189361,128.986056,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 새벽로167번길 40,부산광역시 사상구 감전동 123-29,다목적,1,200,360도전방면,30,2019-02,051-310-4741,35.156491,128.981098,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 진사로24번길 9,부산광역시 사상구 주례동 54-227,다목적,1,200,360도전방면,30,2019-02,051-310-4741,35.149326,129.015694,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 새벽시장로56번가길 12,부산광역시 사상구 감전동 601-7,다목적,1,200,360도전방면,30,2019-02,051-310-4741,35.154810,128.979296,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 강선로 13,부산광역시 사상구 덕포동 665,다목적,1,200,360도전방면,30,2019-02,051-310-4741,35.168942,128.983509,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 강선로22번길 28,부산광역시 사상구 덕포동 121-35,다목적,1,200,360도전방면,30,2019-02,051-310-4741,35.167941,128.985173,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 삼락동 29-8,부산광역시 사상구 삼락동 29-8,다목적,1,200,360도전방면,30,2019-02,051-310-4741,35.189835,128.978175,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 주감로 231,부산광역시 사상구 주례동 218-5,다목적,1,200,360도전방면,30,2019-02,051-310-4741,35.151768,129.011190,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 낙동대로 1231,부산광역시 사상구 삼락동 617-3,다목적,1,200,360도전방면,30,2019-02,051-310-4741,35.168616,128.975161,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 진사로36번길 17,부산광역시 사상구 주례동 83-25,다목적,1,200,360도전방면,30,2019-02,051-310-4741,35.147717,129.015457,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 대동로 205,부산광역시 사상구 학장동 242-1,다목적,1,200,360도전방면,30,2019-02,051-310-4741,35.145537,128.984672,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 대동로107번길 9-8,부산광역시 사상구 학장동 585-6,다목적,1,200,360도전방면,30,2019-02,051-310-4741,35.140203,128.979008,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 삼덕로 24,부산광역시 사상구 삼락동 409-17,다목적,1,200,360도전방면,30,2019-02,051-310-4741,35.172783,128.979117,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 사상로181번길 45,부산광역시 사상구 괘법동 556-6,다목적,1,200,360도전방면,30,2019-02,051-310-4741,35.158700,128.986130,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 양지로 18,부산광역시 사상구 주례2동 314,다목적,1,200,360도전방면,30,2019-02,051-310-4741,35.154066,129.004984,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 운산로 65,부산광역시 사상구 덕포1동 693,다목적,1,200,360도전방면,30,2019-02,051-310-4741,35.167270,128.983633,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 삼덕로 83,부산광역시 사상구 덕포2동 406-1,다목적,1,200,360도전방면,30,2019-02,051-310-4741,35.173397,128.986480,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 삼덕로 310번길 54,부산광역시 사상구 덕포동 198,다목적,1,200,360도전방면,30,2019-02,051-310-4741,35.171949,128.986126,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 사상로148번길 13,부산광역시 사상구 괘법동 551-9,다목적,1,200,360도전방면,30,2019-02,051-310-4741,35.159504,128.988183,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 사상로 194,부산광역시 사상구 괘법동 546-12,다목적,1,200,360도전방면,30,2019-02,051-310-4741,35.161834,128.984566,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 사상로 22,부산광역시 사상구 주례1동 720-12,다목적,1,200,360도전방면,30,2019-02,051-310-4741,35.151325,128.997667,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 사상로531번길 24,부산광역시 사상구 모라1동 281-5,다목적,1,200,360도전방면,30,2019-02,051-310-4741,35.191690,128.989678,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 백양대로969-5,부산광역시 사상구 모라1동 1338-18,다목적,1,200,360도전방면,30,2019-04,051-310-4741,35.192694,128.992208,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 백양대로778번길 10,부산광역시 사상구 덕포2동 768,다목적,1,200,360도전방면,30,2019-04,051-310-4741,35.177728,128.989296,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 백양대로762번길 12,부산광역시 사상구 덕포2동 780-24,다목적,1,200,360도전방면,30,2019-04,051-310-4741,35.174704,128.989221,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 양지로30번길 88-15,부산광역시 사상구 주례2동 260-16,다목적,1,200,360도전방면,30,2019-04,051-310-4741,35.152079,129.015159,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 사상로310번길 10,부산광역시 사상구 덕포1동 242-5,다목적,1,200,360도전방면,30,2019-12,051-310-4741,35.172355,128.983806,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 사상로300번길 6,부산광역시 사상구 덕포1동 617-1,다목적,1,200,360도전방면,30,2019-12,051-310-4741,35.171513,128.983481,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 사상로211번길 51,부산광역시 사상구 괘법동 580-40,다목적,1,200,360도전방면,30,2019-12,051-310-4741,35.163975,128.980969,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 쾌감로 63,부산광역시 사상구 괘법동 532-15,다목적,1,200,360도전방면,30,2019-12,051-310-4741,35.158071,128.981613,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 사상로292번길 17,부산광역시 사상구 덕포1동 645,다목적,1,200,360도전방면,30,2019-12,051-310-4741,35.170255,128.983508,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 사상로310번길 79,부산광역시 사상구 덕포1동 261-21,다목적,1,200,360도전방면,30,2019-12,051-310-4741,35.170850,128.986681,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 가야대로255번길 26,부산광역시 사상구 주례1동 425-2,다목적,1,200,360도전방면,30,2019-12,051-310-4741,35.151365,129.001689,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 주례1동 684-3,부산광역시 사상구 주례1동 684-3,다목적,1,200,360도전방면,30,2019-12,051-310-4741,35.154836,128.993421,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 양지로42번길 80-27,부산광역시 사상구 주례1동 307-4,다목적,1,200,360도전방면,30,2019-12,051-310-4741,35.154833,129.003269,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 백양대로500번길 21,부산광역시 사상구 주례1동 961,다목적,1,200,360도전방면,30,2019-12,051-310-4741,35.155326,128.998121,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 주례로 142,부산광역시 사상구 주례3동 549-34,다목적,1,200,360도전방면,30,2019-12,051-310-4741,35.145996,129.000992,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학장로 203,부산광역시 사상구 학장동 826-26,다목적,1,200,360도전방면,30,2019-12,051-310-4741,35.144046,128.988934,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학장로216번길 26-3,부산광역시 사상구 학장동 517,다목적,1,200,360도전방면,30,2019-12,051-310-4741,35.143113,128.989630,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 모라로51번길 51,부산광역시 사상구 모라동284-9,다목적,1,200,360도전방면,30,2019-12,051-310-4741,35.191924,128.988739,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 사상로 238번길7,부산광역시 사상구 괘법동_826-3,다목적,3,200,360도전방면,30,2019-01,051-310-4741,35.166133,128.983633,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학감대로 267번길43,부산광역시 사상구 감전동_118-13,다목적,2,200,360도전방면,30,2019-01,051-310-4741,35.155107,128.988575,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 사상로 309번길 39,부산광역시 사상구 삼락동 462,다목적,3,200,360도전방면,30,2019-01,051-310-4741,35.172476,128.981318,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 사상로 224번길 10,부산광역시 사상구 괘법동 272-2,다목적,3,200,360도전방면,30,2019-01,051-310-4741,35.165265,128.983944,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 낙동대로1530번길 27,부산광역시 사상구 삼락동54-16,다목적,1,200,360도전방면,30,2019-04,051-310-4741,35.193908,128.986175,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 백양대로 952,부산광역시 사상구 모라1동1345-11번지,다목적,1,200,360도전방면,30,2019-04,051-310-4741,35.191512,128.990365,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 모라로110번길 121,부산광역시 사상구 모라3동551-1번지,다목적,1,200,360도전방면,30,2019-04,051-310-4741,35.184349,128.995854,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 모라로192번길,부산광역시 사상구 모라3동75-25,다목적,1,200,360도전방면,30,2019-04,051-310-4741,35.181245,129.000643,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 사상로 310번길 55-28,부산광역시 사상구 덕포1동260-6 번지,다목적,1,200,360도전방면,30,2019-04,051-310-4741,35.171414,128.987060,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 강선로 44,부산광역시 사상구 덕포1동130-7 번지,다목적,1,200,360도전방면,30,2019-04,051-310-4741,35.168660,128.986691,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 백양대로 703번길 15,부산광역시 사상구 덕포1동287-5 번지,다목적,1,200,360도전방면,30,2019-04,051-310-4741,35.169766,128.987489,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 백양대로700번길 50,부산광역시 사상구 덕포동 82-2,다목적,1,200,360도전방면,30,2019-04,051-310-4741,35.169847,128.984215,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 덕상로 112,부산광역시 사상구 덕포2동762번지,다목적,1,200,360도전방면,30,2019-04,051-310-4741,35.181466,128.990498,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 덕상로 26-10,부산광역시 사상구 덕포2동43-10번지,다목적,1,200,360도전방면,30,2019-04,051-310-4741,35.173703,128.990208,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 광장로 103번길 34,부산광역시 사상구 괘법동394-4 번지,다목적,1,200,360도전방면,30,2019-04,051-310-4741,35.164424,128.987798,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 광장로105번길 41,부산광역시 사상구 괘법동448-10번지,다목적,1,200,360도전방면,30,2019-04,051-310-4741,35.164196,128.988807,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 광장로13번길 63,부산광역시 사상구 괘법동520-34,다목적,1,200,360도전방면,30,2019-04,051-310-4741,35.166057,128.978638,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 백양대로 561번길 21,부산광역시 사상구 감전동282,다목적,1,200,360도전방면,30,2019-04,051-310-4741,35.157399,128.992241,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 사상로 96-19,부산광역시 사상구 감전동 354,다목적,1,200,360도전방면,30,2019-04,051-310-4741,35.156421,128.991803,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 백양대로 445번길 118,부산광역시 사상구 주례1동875-1 번지,다목적,1,200,360도전방면,30,2019-04,051-310-4741,35.153099,128.996928,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 사상로277번가길 23-1,부산광역시 사상구 삼락동417-59,다목적,1,200,360도전방면,30,2019-04,051-310-4741,35.170828,128.980296,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 주례로 45,부산광역시 사상구 주례2동81번지,다목적,1,200,360도전방면,30,2019-04,051-310-4741,35.146834,129.012997,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 가야대로306번길 62,부산광역시 사상구 주례3동92-425번지,다목적,3,200,360도전방면,30,2019-04,051-310-4741,35.147671,129.006286,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 동주로 16번길 47,부산광역시 사상구 주례3동1233-25번지,다목적,1,200,360도전방면,30,2019-04,051-310-4741,35.147870,128.998863,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학감대로 49번길 28-39,부산광역시 사상구 학장동168-7 번지,다목적,1,200,360도전방면,30,2019-04,051-310-4741,35.138627,128.989633,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 학장로 216번길 26-11,부산광역시 사상구 학장동514 번지,다목적,1,200,360도전방면,30,2019-04,051-310-4741,35.143552,128.989202,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 가야대로 405,부산광역시 사상구 주례동 52-11,다목적,1,200,360도전방면,30,2019-04,051-310-4741,35.152671,129.016402,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 주감로 257,부산광역시 사상구 주례동 27-5,다목적,1,200,360도전방면,30,2019-04,051-310-4741,35.152267,129.015243,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 주감로 243,부산광역시 사상구 주례동 1233-1,다목적,1,200,360도전방면,30,2019-04,051-310-4741,35.151857,129.012657,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 백양대로342번길 22,부산광역시 사상구 주례동 3-16,다목적,1,200,360도전방면,30,2019-06,051-310-4741,35.154223,129.014372,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 양지로42번길 71,부산광역시 사상구 주례동 279,다목적,1,200,360도전방면,30,2019-06,051-310-4741,35.156062,129.002663,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 양지로30번길 84,부산광역시 사상구 주례2동 291-1,다목적,1,200,360도전방면,30,2019-06,051-310-4741,35.157218,129.005078,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 주감로256,부산광역시 사상구 주례동 1233-1,다목적,1,200,360도전방면,30,2019-06,051-310-4741,35.151954,129.013847,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 주감로229번길 60-1,부산광역시 사상구 주례동 31-2,다목적,1,200,360도전방면,30,2019-06,051-310-4741,35.152300,129.014067,2019-09-25
"부산광역시 사상구청",부산광역시 사상구 강선로18번길 48,부산광역시 사상구 덕포1동 138-26,다목적,1,200,360도전방면,30,2019-06,051-310-4741,35.169600,128.986107,2019-09-25
