"관리기관명",소재지도로명주소,소재지지번주소,설치목적구분,카메라대수,카메라화소수,촬영방면정보,보관일수,설치년월,관리기관전화번호,위도,경도,데이터기준일자
"부산광역시 사하구청",부산광역시 사하구 낙동대로189번길 36(괴정3동),부산광역시 사하구 괴정3동 434-140,생활방범,1,200,360도전방면,30,2010-12,051-220-4341,35.0996137,128.9967296,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 옥천로70번길 59-2(감천2동),부산광역시 사하구 감천2동 13-19,생활방범,1,200,360도전방면,30,2010-12,051-220-4341,35.092666,129.0104285,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 옥천로70번길 35(감천2동),부산광역시 사하구 감천2동 13-19,생활방범,1,200,360도전방면,30,2010-12,051-220-4341,35.09260872,129.0098739,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 괴정로232번길 36(괴정1동),부산광역시 사하구 괴정1동 540-11,생활방범,1,200,360도전방면,30,2011-04,051-220-4341,35.09525579,128.9861848,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 대티로1번길 21(괴정2동),부산광역시 사하구 괴정2동 233-4,생활방범,1,200,360도전방면,30,2011-04,051-220-4341,35.1042353,128.9992502,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 오작로 61(괴정3동),부산광역시 사하구 괴정3동 393-9,생활방범,1,200,360도전방면,30,2011-04,051-220-4341,35.099935,128.9996725,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 오작로8번길 65(괴정3동),부산광역시 사하구 괴정3동 457-11,생활방범,1,200,360도전방면,30,2011-04,051-220-4341,35.0949977,128.9962228,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 낙동대로171번길 19(괴정3동),부산광역시 사하구 괴정3동 407-20,생활방범,1,200,360도전방면,30,2011-04,051-220-4341,35.10107668,128.9982916,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 낙동대로436번길 20(당리동),부산광역시 사하구 당리동 313-7,생활방범,1,200,360도전방면,30,2011-04,051-220-4341,35.10529789,128.9718786,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 승학로 31(당리동),부산광역시 사하구 당리동 309-10,생활방범,1,200,360도전방면,30,2011-04,051-220-4341,35.10682688,128.9725076,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 하신번영로 209(하단1동),부산광역시 사하구 하단1동 1180-10,생활방범,1,200,360도전방면,30,2011-04,051-220-4341,35.09978839,128.9581838,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 괴정로 10(하단1동),부산광역시 사하구 하단1동 608-17,생활방범,1,200,360도전방면,30,2011-04,051-220-4341,35.103836,128.9653771,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 낙동남로1406번길 5(하단1동),부산광역시 사하구 하단1동 589-32,생활방범,1,200,360도전방면,30,2011-04,051-220-4341,35.10563497,128.9655526,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 낙동대로575번길 72(하단2동),부산광역시 사하구 하단2동 501-1,생활방범,1,200,360도전방면,30,2011-04,051-220-4341,35.1112206,128.9612122,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 장평로306(신평1동),부산광역시 사하구 신평1동 135-9,생활방범,1,200,360도전방면,30,2011-04,051-220-4341,35.09330343,128.9739624,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 장평로229번길 13(신평1동),부산광역시 사하구 신평1동 286-18,생활방범,1,200,360도전방면,30,2011-04,051-220-4341,35.092985,128.972337,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 하신번영로169번길 53(신평2동),부산광역시 사하구 신평2동 610-7,생활방범,1,200,360도전방면,30,2011-04,051-220-4341,35.09784883,128.9570803,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 하신번영로179번길 20(신평2동),부산광역시 사하구 신평2동 589-7,생활방범,1,200,360도전방면,30,,051-220-4341,35.0986639,128.9591652,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 비봉로 80(신평2동),부산광역시 사하구 신평2동 667,생활방범,1,200,360도전방면,30,,051-220-4341,35.09884033,128.963073,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 장림번영로 32(장림2동),부산광역시 사하구 장림2동 332-6,생활방범,1,200,360도전방면,30,,051-220-4341,35.08058646,128.9688279,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 장평로 107(장림2동),부산광역시 사하구 장림2동 586,생활방범,1,200,360도전방면,30,,051-220-4341,35.07570408,128.972692,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 장림번영로 102(장림2동),부산광역시 사하구 장림2동 341-12,생활방범,1,200,360도전방면,30,,051-220-4341,35.0804464,128.9763275,2019-09-17
"부산광역시 사하구청",,부산광역시 사하구 다대1동 1548-16,생활방범,1,200,360도전방면,30,,051-220-4341,35.050198,128.964552,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 다대로 504(다대1동),부산광역시 사하구 다대1동 156,생활방범,1,200,360도전방면,30,,051-220-4341,35.06037166,128.9738837,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 다대로381번길 17(다대2동),부산광역시 사하구 다대2동 93,생활방범,1,200,360도전방면,30,,051-220-4341,35.06932612,128.9798387,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 원양로398번길 57(감천1동),부산광역시 사하구 감천1동 194-5,생활방범,1,200,360도전방면,30,,051-220-4341,35.083744,129.007647,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 옥천로 130(감천2동),부산광역시 사하구 감천2동 10-152,생활방범,1,200,360도전방면,30,,051-220-4341,35.0968601,129.0110923,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 옥천로 86(감천2동),부산광역시 사하구 감천2동 13-636,생활방범,1,200,360도전방면,30,,051-220-4341,35.0939535,129.0100779,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 대티로41번길 17(괴정2동),부산광역시 사하구 괴정2동 203-39,생활방범,1,200,360도전방면,30,,051-220-4341,35.10641695,129.0038657,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 제석로 50(당리동),부산광역시 사하구 당리동 316-1,생활방범,1,200,360도전방면,30,,051-220-4341,35.10504486,128.9741359,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 낙동대로450번길 11(당리동),부산광역시 사하구 당리동 302-6,생활방범,1,200,360도전방면,30,,051-220-4341,35.10583762,128.969976,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 낙동대로486번길 22 (하단2동),부산광역시 사하구 하단2동 531-1,생활방범,1,200,360도전방면,30,,051-220-4341,35.108373,128.9688027,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 낙동대로171번길 30-5(괴정3동),부산광역시 사하구 괴정3동 404-2,생활방범,1,200,360도전방면,30,,051-220-4341,35.100381,128.9980938,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 장평로359번길 60(괴정4동),부산광역시 사하구 괴정4동 1208,생활방범,1,200,360도전방면,30,,051-220-4341,35.0973149,128.9814522,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 장평로125번길 100(장림2동),부산광역시 사하구 장림2동 615-480,생활방범,1,200,360도전방면,30,,051-220-4341,35.0786914,128.9707118,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 낙동남로1423번길 8(하단2동),부산광역시 사하구 하단2동 528-7,생활방범,1,200,360도전방면,30,,051-220-4341,35.106942,128.9672902,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 감천로139번다길 7(감천1동),부산광역시 사하구 감천1동 30-9,생활방범,1,200,360도전방면,30,,051-220-4341,35.0883422,129.0068616,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 낙동대로249번길 37(괴정1동),부산광역시 사하구 괴정1동 846,생활방범,1,200,360도전방면,30,,051-220-4341,35.09776123,128.9910088,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 두송로 144(구평동),부산광역시 사하구 구평동 435-257,생활방범,1,200,360도전방면,30,,051-220-4341,35.07235717,128.9836214,2019-09-17
"부산광역시 사하구청",,부산광역시 사하구 다대2동 86-1,생활방범,1,200,360도전방면,30,,051-220-4341,35.0668192,128.9824683,2019-09-17
"부산광역시 사하구청",,부산광역시 사하구 당리동 348-6,생활방범,1,200,360도전방면,30,,051-220-4341,35.1025398,128.981629,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 괴정로 245(괴정1동),부산광역시 사하구 괴정1동 532-19,생활방범,4,200,360도전방면,30,,051-220-4341,35.09688248,128.9883252,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 낙동남로1423번길 70(하단2동),부산광역시 사하구 하단2동 505-15,생활방범,1,200,360도전방면,30,,051-220-4341,35.10942857,128.9656876,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 다대로119번길 12(신평1동),부산광역시 사하구 신평1동 33-40,생활방범,1,200,360도전방면,30,,051-220-4341,35.09162372,128.978325,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 하신중앙로22번길 27(장림1동),부산광역시 사하구 장림1동 1125,생활방범,1,200,360도전방면,30,,051-220-4341,35.08202229,128.965606,2019-09-17
"부산광역시 사하구청",,부산광역시 사하구 다대1동 1548-10,생활방범,1,200,360도전방면,30,,051-220-4341,35.0503528,128.9629611,2019-09-17
"부산광역시 사하구청",,부산광역시 사하구 다대1동 1548-16,생활방범,1,200,360도전방면,30,,051-220-4341,35.0500335,128.9638964,2019-09-17
"부산광역시 사하구청",,부산광역시 사하구 다대1동 1552-3,생활방범,1,200,360도전방면,30,,051-220-4341,35.048671,128.9673297,2019-09-17
"부산광역시 사하구청",,부산광역시 사하구 하단1동 1184-4,생활방범,1,200,360도전방면,30,,051-220-4341,35.0991315,128.958221,2019-09-17
"부산광역시 사하구청",,부산광역시 사하구 다대2동 80-1,생활방범,1,200,360도전방면,30,,051-220-4341,35.067365,128.981486,2019-09-17
"부산광역시 사하구청",,부산광역시 사하구 다대1동 953-1,생활방범,1,200,360도전방면,30,,051-220-4341,35.0554045,128.9674153,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 하신번영로365(하단2동),부산광역시 사하구 하단2동 1161-2,생활방범,1,200,360도전방면,30,,051-220-4341,35.11029776,128.9585361,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 하신중앙로22번길 9(장림1동),부산광역시 사하구 장림1동 1124-11,생활방범,1,200,360도전방면,30,,051-220-4341,35.08135734,128.9650839,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 승학로239번길 1(괴정1동),부산광역시 사하구 괴정1동 1051-10,생활방범,4,200,360도전방면,30,,051-220-4341,35.1026066,128.9904889,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 괴정로100번길 33(당리동),부산광역시 사하구 당리동 512,생활방범,1,200,360도전방면,30,,051-220-4341,35.10078749,128.9752526,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 낙동남로1357번길 11(하단2동),부산광역시 사하구 하단2동 870-235,생활방범,1,200,360도전방면,30,,051-220-4341,35.10712164,128.9598945,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 다대낙조2길 8(다대1동),부산광역시 사하구 다대1동 1550-4,생활방범,4,200,360도전방면,30,,051-220-4341,35.05112342,128.9664633,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 낙동대로280번길 8(괴정4동),부산광역시 사하구 괴정4동 764,생활방범,1,200,360도전방면,30,,051-220-4341,35.0997304,128.9863729,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 오작로166번길 2(괴정2동),부산광역시 사하구 괴정2동 3-1,생활방범,4,200,360도전방면,30,,051-220-4341,35.10460534,129.0079095,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 감천항로 176(구평동),부산광역시 사하구 구평동 201,생활방범,1,200,360도전방면,30,,051-220-4341,35.0772519,128.9902516,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 사하로68번길 39-3(구평동),부산광역시 사하구 구평동 28-10,생활방범,1,200,360도전방면,30,,051-220-4341,35.08647918,128.9938131,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 사하로70번길 33(구평동),부산광역시 사하구 구평동 33,생활방범,1,200,360도전방면,30,,051-220-4341,35.086733,128.9953198,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 신산로29번길 50(신평2동),부산광역시 사하구 신평2동 647-2,생활방범,1,200,360도전방면,30,,051-220-4341,35.09459386,128.9588143,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 낙동대로 327-1(괴정4동),부산광역시 사하구 괴정4동 1134-9,생활방범,1,200,360도전방면,30,,051-220-4341,35.10004185,128.9811822,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 사하로186번길 35(괴정3동),부산광역시 사하구 괴정3동 437-70,생활방범,1,200,360도전방면,30,,051-220-4341,35.0991097,128.9957201,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 동매로57(하단1동),부산광역시 사하구 하단1동 608-30,생활방범,1,200,360도전방면,30,,051-220-4341,35.10329345,128.9645665,2019-09-17
"부산광역시 사하구청",,부산광역시 사하구 당리동 산 26-11,생활방범,1,200,360도전방면,30,,051-220-4341,35.1094289,128.9812989,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 낙동대로 265(괴정1동),부산광역시 사하구 괴정1동 733,생활방범,1,200,360도전방면,30,,051-220-4341,35.09814915,128.9875796,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 장평로450번길 8(괴정1동),부산광역시 사하구 괴정1동 554-1,생활방범,1,200,360도전방면,30,,051-220-4341,35.098147,128.9872625,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 다대동로8번길 8(다대1동),부산광역시 사하구 다대1동 681-38,생활방범,1,200,360도전방면,30,,051-220-4341,35.05376798,128.9723176,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 낙동남로1389번길 9(하단2동),부산광역시 사하구 하단2동 517-35,생활방범,1,200,360도전방면,30,,051-220-4341,35.1070188,128.9635598,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 다대로142번길 4(신평1동),부산광역시 사하구 신평1동 455-54,생활방범,1,200,360도전방면,30,,051-220-4341,35.09009132,128.977297,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 다대로529번길 11(다대1동),부산광역시 사하구 다대1동 1139,생활방범,1,200,360도전방면,30,,051-220-4341,35.05909397,128.9733181,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 원양로356번길 1(감천1동),부산광역시 사하구 감천1동 387-6,생활방범,1,200,360도전방면,30,,051-220-4341,35.082469,129.0066329,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 장평로278번길 55(신평1동),부산광역시 사하구 신평1동 152,생활방범,1,200,360도전방면,30,,051-220-4341,35.091379,128.9748632,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 윤공단로14번길 130(다대1동),부산광역시 사하구 다대1동 929,생활방범,1,200,360도전방면,30,,051-220-4341,35.0603864,128.9716482,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 하신번영로167번길 54(신평2동),부산광역시 사하구 신평2동 610-8,생활방범,1,200,360도전방면,30,,051-220-4341,35.0977081,128.957065,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 윤공단로 12(다대1동),부산광역시 사하구 다대1동 943-14,생활방범,1,200,360도전방면,30,,051-220-4341,35.05481546,128.9693048,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 하신중앙로18번길 48(장림1동),부산광역시 사하구 장림1동 851-1,생활방범,1,200,360도전방면,30,,051-220-4341,35.07872998,128.9659417,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 감천로109번길 29(감천1동),부산광역시 사하구 감천1동 538-2,생활방범,1,200,360도전방면,30,,051-220-4341,35.08927167,129.0043758,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 다대로 702(다대1동),부산광역시 사하구 다대1동 1548-35,생활방범,1,200,360도전방면,30,,051-220-4341,35.0489577,128.9650832,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 다대로 440(다대2동),부산광역시 사하구 다대2동 113-12,생활방범,1,200,360도전방면,30,,051-220-4341,35.06376973,128.9792661,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 사하로142번길 20(괴정3동),부산광역시 사하구 괴정3동 472-44,생활방범,1,200,360도전방면,30,,051-220-4341,35.0948365,128.9941569,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 다대로130번안길 26(신평1동),부산광역시 사하구 신평1동 128-13,생활방범,1,200,360도전방면,30,,051-220-4341,35.093799,128.976554,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 사하로141번길 134(괴정1동),부산광역시 사하구 괴정1동 555-55,생활방범,1,200,360도전방면,30,,051-220-4341,35.09607769,128.9859635,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 낙동대로356번길 9(당리동),부산광역시 사하구 당리동 341-22,생활방범,1,200,360도전방면,30,,051-220-4341,35.1019651,128.9791092,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 장림시장5길 197(장림2동),부산광역시 사하구 장림2동 349-12,생활방범,1,200,360도전방면,30,,051-220-4341,35.0797496,128.9701934,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 장평로 133(장림2동),부산광역시 사하구 장림2동 608-12,생활방범,1,200,360도전방면,30,,051-220-4341,35.07813027,128.9726803,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 다대로 269(장림2동),부산광역시 사하구 장림2동 228-1,생활방범,1,200,360도전방면,30,,051-220-4341,35.078308,128.9776603,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 사하로141번나길 39(괴정1동),부산광역시 사하구 괴정1동 498-4,생활방범,1,200,360도전방면,30,,051-220-4341,35.0944604,128.9899493,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 장림시장9길 77(장림1동),부산광역시 사하구 장림1동 641-460,생활방범,1,200,360도전방면,30,,051-220-4341,35.080043,128.9667263,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 감내2로 177(감천2동),부산광역시 사하구 감천2동 2-339,생활방범,1,200,360도전방면,30,,051-220-4341,35.0985121,129.010159962,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 하신번영로312번길 23(하단2동),부산광역시 사하구 하단2동 503-27,생활방범,1,200,360도전방면,30,,051-220-4341,35.1087058,128.9604253,2019-09-17
"부산광역시 사하구청",,부산광역시 사하구 구평동 63-19,생활방범,1,200,360도전방면,30,,051-220-4341,35.0860248,128.9902346,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 승학로161번길 70(괴정4동),부산광역시 사하구 괴정4동 1075-3,생활방범,1,200,360도전방면,30,,051-220-4341,35.10487479,128.9847689,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 다대로 499(다대1동),부산광역시 사하구 다대1동 285-1,생활방범,1,200,360도전방면,30,,051-220-4341,35.05968084,128.9757961,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 동매로 143(당리동),부산광역시 사하구 당리동 327-31,생활방범,1,200,360도전방면,30,,051-220-4341,35.10134286,128.9734953,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 다대로300번길 40(장림2동),부산광역시 사하구 장림2동 357,생활방범,1,200,360도전방면,30,,051-220-4341,35.07602292,128.9745852,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 승학로281번길 60(괴정1동),부산광역시 사하구 괴정1동 1026-19,생활방범,1,200,360도전방면,30,,051-220-4341,35.1032221,128.9922822,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 다대로 616(다대1동),부산광역시 사하구 다대1동 1551-13,생활방범,1,200,360도전방면,30,,051-220-4341,35.05162746,128.9704726,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 낙동대로390번길 14(당리동),부산광역시 사하구 당리동 320-58,생활방범,1,200,360도전방면,30,,051-220-4341,35.103607,128.9760856,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 승학로 247(괴정1동),부산광역시 사하구 괴정1동 1040-31,생활방범,1,200,360도전방면,30,,051-220-4341,35.10332954,128.9910697,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 감천로67번길 22(감천1동),부산광역시 사하구 감천1동 644-10,생활방범,1,200,360도전방면,30,,051-220-4341,35.0907527,128.9993252,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 낙동대로295번길 53(괴정1동),부산광역시 사하구 괴정1동 563-60,생활방범,1,200,360도전방면,30,,051-220-4341,35.0969489,128.9839146,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 다대로144번길 73-8(신평1동),부산광역시 사하구 신평1동 84-17,생활방범,1,200,360도전방면,30,,051-220-4341,35.09106598,128.9754809,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 을숙도대로724번길 24(구평동),부산광역시 사하구 구평동 457-1,생활방범,1,200,360도전방면,30,,051-220-4341,35.0843211,128.9858007,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 제석로 48(당리동),부산광역시 사하구 당리동 566-2,생활방범,1,200,360도전방면,30,,051-220-4341,35.10501204,128.9739377,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 다대로297번길 26(장림2동),부산광역시 사하구 장림동 292,생활방범,1,200,360도전방면,30,,051-220-4341,35.07644877,128.9783444,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 감천로105번길 61(감천1동),부산광역시 사하구 감천1동 산 80-5,생활방범,1,200,360도전방면,30,,051-220-4341,35.09051219,129.004564,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 두송로26번길 36(장림2동),부산광역시 사하구 장림2동 1001,생활방범,1,200,360도전방면,30,,051-220-4341,35.077443,128.9794247,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 낙동대로233번길 15(괴정1동),부산광역시 사하구 괴정1동 944-1,생활방범,1,200,360도전방면,30,,051-220-4341,35.09874587,128.9920723,2019-09-17
"부산광역시 사하구청",부산광역시 사하구 감천로43번길 34(감천1동),부산광역시 사하구 감천1동 626-2,생활방범,1,200,360도전방면,30,,051-220-4341,35.09228221,128.9984454,2019-09-17
